"record_id","species_id","date","sex","variable","measurement"
2142,"OT","1979-11-17","M","weight",20
2143,"DM","1979-11-17","M","hindfoot_length",36
2143,"DM","1979-11-17","M","weight",40
2144,"OT","1979-11-17","M","hindfoot_length",21
2144,"OT","1979-11-17","M","weight",22
2145,"DM","1979-11-17","F","hindfoot_length",36
2145,"DM","1979-11-17","F","weight",49
2146,"OT","1979-11-17","F","hindfoot_length",20
2146,"OT","1979-11-17","F","weight",22
2147,"PF","1979-11-17","M","hindfoot_length",14
2147,"PF","1979-11-17","M","weight",6
2148,"PE","1979-11-17","M","hindfoot_length",19
2148,"PE","1979-11-17","M","weight",17
2149,"DM","1979-11-17","M","hindfoot_length",36
2149,"DM","1979-11-17","M","weight",48
2150,"RM","1979-11-17","M","hindfoot_length",13
2150,"RM","1979-11-17","M","weight",7
2151,"OT","1979-11-17","F","hindfoot_length",20
2151,"OT","1979-11-17","F","weight",22
2152,"DM","1979-11-17","M","hindfoot_length",34
2152,"DM","1979-11-17","M","weight",26
2153,"OT","1979-11-17","F","hindfoot_length",20
2153,"OT","1979-11-17","F","weight",23
2154,"RM","1979-11-17","F","hindfoot_length",14
2154,"RM","1979-11-17","F","weight",9
2155,"OL","1979-11-17","M","hindfoot_length",21
2155,"OL","1979-11-17","M","weight",31
2156,"OT","1979-11-17","M","hindfoot_length",20
2156,"OT","1979-11-17","M","weight",23
2157,"OT","1979-11-17","F","hindfoot_length",20
2157,"OT","1979-11-17","F","weight",21
2158,"OT","1979-11-17","F","hindfoot_length",21
2158,"OT","1979-11-17","F","weight",24
2159,"DS","1979-11-17","F","hindfoot_length",50
2159,"DS","1979-11-17","F","weight",124
2160,"DM","1979-11-17","M","hindfoot_length",36
2160,"DM","1979-11-17","M","weight",50
2161,"DS","1979-11-17","M","hindfoot_length",51
2161,"DS","1979-11-17","M","weight",130
2162,"DS","1979-11-17","M","hindfoot_length",48
2162,"DS","1979-11-17","M","weight",136
2163,"OL","1979-11-17","F","hindfoot_length",21
2163,"OL","1979-11-17","F","weight",34
2164,"PF","1979-11-17","M","hindfoot_length",14
2164,"PF","1979-11-17","M","weight",7
2165,"DM","1979-11-17","F","hindfoot_length",35
2165,"DM","1979-11-17","F","weight",30
2166,"OT","1979-11-17","M","hindfoot_length",21
2166,"OT","1979-11-17","M","weight",21
2167,"PF","1979-11-17","F","hindfoot_length",14
2167,"PF","1979-11-17","F","weight",7
2168,"DS","1979-11-17","F","hindfoot_length",49
2168,"DS","1979-11-17","F","weight",128
2169,"OL","1979-11-17","F","hindfoot_length",21
2169,"OL","1979-11-17","F","weight",33
2170,"DM","1979-11-17","F","hindfoot_length",35
2170,"DM","1979-11-17","F","weight",51
2171,"PM","1979-11-17","M","hindfoot_length",22
2171,"PM","1979-11-17","M","weight",25
2172,"OT","1979-11-17","F","hindfoot_length",20
2172,"OT","1979-11-17","F","weight",28
2173,"OL","1979-11-17","M","hindfoot_length",21
2173,"OL","1979-11-17","M","weight",34
2174,"NL","1979-11-17","F","hindfoot_length",31
2174,"NL","1979-11-17","F","weight",109
2175,"DM","1979-11-17","M","hindfoot_length",36
2175,"DM","1979-11-17","M","weight",48
2176,"DM","1979-11-17","M","hindfoot_length",37
2176,"DM","1979-11-17","M","weight",50
2177,"DS","1979-11-17","F","hindfoot_length",49
2177,"DS","1979-11-17","F","weight",141
2178,"OL","1979-11-17","F","hindfoot_length",19
2178,"OL","1979-11-17","F","weight",35
2179,"PF","1979-11-17","F","hindfoot_length",14
2179,"PF","1979-11-17","F","weight",8
2180,"DM","1979-11-17","M","hindfoot_length",38
2180,"DM","1979-11-17","M","weight",52
2181,"DM","1979-11-17","F","hindfoot_length",36
2181,"DM","1979-11-17","F","weight",49
2182,"DM","1979-11-17","M","hindfoot_length",36
2182,"DM","1979-11-17","M","weight",25
2183,"OL","1979-11-17","M","hindfoot_length",21
2183,"OL","1979-11-17","M","weight",36
2184,"NL","1979-11-17","F","hindfoot_length",30
2184,"NL","1979-11-17","F","weight",186
2185,"RM","1979-11-17","M","hindfoot_length",14
2185,"RM","1979-11-17","M","weight",7
2186,"DO","1979-11-17","M","hindfoot_length",34
2186,"DO","1979-11-17","M","weight",51
2187,"OL","1979-11-17","M","hindfoot_length",20
2187,"OL","1979-11-17","M","weight",41
2188,"DM","1979-11-17","F","hindfoot_length",33
2188,"DM","1979-11-17","F","weight",27
2189,"DM","1979-11-17","M","hindfoot_length",34
2189,"DM","1979-11-17","M","weight",21
2190,"PE","1979-11-17","M","hindfoot_length",19
2190,"PE","1979-11-17","M","weight",20
2191,"NL","1979-11-17","M","hindfoot_length",31
2191,"NL","1979-11-17","M","weight",153
2193,"PM","1979-11-18","M","hindfoot_length",21
2193,"PM","1979-11-18","M","weight",23
2194,"DM","1979-11-18","M","hindfoot_length",36
2194,"DM","1979-11-18","M","weight",53
2195,"DM","1979-11-18","F","hindfoot_length",35
2195,"DM","1979-11-18","F","weight",43
2196,"OT","1979-11-18","M","hindfoot_length",19
2196,"OT","1979-11-18","M","weight",22
2197,"DM","1979-11-18","M","hindfoot_length",35
2197,"DM","1979-11-18","M","weight",44
2198,"DM","1979-11-18","F","hindfoot_length",34
2198,"DM","1979-11-18","F","weight",45
2199,"DM","1979-11-18","F","hindfoot_length",35
2199,"DM","1979-11-18","F","weight",50
2200,"DO","1979-11-18","F","hindfoot_length",33
2200,"DO","1979-11-18","F","weight",54
2201,"DM","1979-11-18","M","hindfoot_length",36
2201,"DM","1979-11-18","M","weight",43
2202,"DS","1979-11-18","M","hindfoot_length",48
2202,"DS","1979-11-18","M","weight",110
2203,"DS","1979-11-18","F","hindfoot_length",52
2203,"DS","1979-11-18","F","weight",118
2204,"DM","1979-11-18","F","hindfoot_length",36
2204,"DM","1979-11-18","F","weight",41
2205,"DM","1979-11-18","M","hindfoot_length",36
2205,"DM","1979-11-18","M","weight",49
2206,"OT","1979-11-18","F","hindfoot_length",20
2206,"OT","1979-11-18","F","weight",22
2207,"DM","1979-11-18","F","hindfoot_length",34
2207,"DM","1979-11-18","F","weight",36
2208,"DO","1979-11-18","F","hindfoot_length",31
2208,"DO","1979-11-18","F","weight",42
2209,"OL","1979-11-18","M","hindfoot_length",19
2209,"OL","1979-11-18","M","weight",19
2210,"OT","1979-11-18","M","hindfoot_length",19
2210,"OT","1979-11-18","M","weight",22
2211,"NL","1979-11-18","F","hindfoot_length",33
2211,"NL","1979-11-18","F","weight",122
2212,"OL","1979-11-18","M","hindfoot_length",21
2212,"OL","1979-11-18","M","weight",29
2213,"DM","1979-11-18","M","hindfoot_length",36
2213,"DM","1979-11-18","M","weight",44
2214,"DM","1979-11-18","M","hindfoot_length",35
2214,"DM","1979-11-18","M","weight",51
2215,"DS","1979-11-18","F","hindfoot_length",47
2215,"DS","1979-11-18","F","weight",118
2216,"NL","1979-11-18","F","hindfoot_length",31
2216,"NL","1979-11-18","F","weight",168
2217,"DM","1979-11-18","M","hindfoot_length",36
2217,"DM","1979-11-18","M","weight",36
2218,"DM","1979-11-18","M","hindfoot_length",36
2218,"DM","1979-11-18","M","weight",46
2219,"DM","1979-11-18","F","hindfoot_length",36
2219,"DM","1979-11-18","F","weight",43
2220,"DM","1979-11-18","M","hindfoot_length",34
2220,"DM","1979-11-18","M","weight",46
2221,"DM","1979-11-18","F","hindfoot_length",35
2221,"DM","1979-11-18","F","weight",45
2222,"DM","1979-11-18","F","hindfoot_length",35
2222,"DM","1979-11-18","F","weight",42
2223,"OT","1979-11-18","M","hindfoot_length",19
2223,"OT","1979-11-18","M","weight",19
2224,"DM","1979-11-18","M","hindfoot_length",36
2224,"DM","1979-11-18","M","weight",43
2225,"DM","1979-11-18","M","hindfoot_length",35
2225,"DM","1979-11-18","M","weight",46
2226,"OL","1979-11-18","F","hindfoot_length",19
2226,"OL","1979-11-18","F","weight",29
2227,"DS","1979-11-18","F","hindfoot_length",53
2227,"DS","1979-11-18","F","weight",134
2228,"OL","1979-11-18","F","hindfoot_length",21
2228,"OL","1979-11-18","F","weight",31
2229,"DM","1979-11-18","F","hindfoot_length",34
2229,"DM","1979-11-18","F","weight",40
2230,"DM","1979-11-18","M","hindfoot_length",38
2230,"DM","1979-11-18","M","weight",53
2231,"NL","1979-11-18","F","hindfoot_length",33
2231,"NL","1979-11-18","F","weight",122
2232,"DM","1979-11-18","M","hindfoot_length",36
2232,"DM","1979-11-18","M","weight",48
2233,"DM","1979-11-18","M","hindfoot_length",38
2233,"DM","1979-11-18","M","weight",54
2234,"DM","1979-11-18","F","hindfoot_length",35
2234,"DM","1979-11-18","F","weight",45
2235,"OT","1979-11-18","M","hindfoot_length",20
2235,"OT","1979-11-18","M","weight",20
2236,"OT","1979-11-18","M","hindfoot_length",20
2236,"OT","1979-11-18","M","weight",24
2237,"DM","1979-11-18","F","hindfoot_length",36
2237,"DM","1979-11-18","F","weight",48
2238,"OT","1979-11-18","M","hindfoot_length",18
2238,"OT","1979-11-18","M","weight",23
2239,"OT","1979-11-18","M","hindfoot_length",20
2239,"OT","1979-11-18","M","weight",22
2240,"OT","1979-11-18","F","hindfoot_length",20
2240,"OT","1979-11-18","F","weight",23
2241,"DM","1979-11-18","M","hindfoot_length",35
2241,"DM","1979-11-18","M","weight",42
2242,"DM","1979-11-18","F","hindfoot_length",33
2242,"DM","1979-11-18","F","weight",41
2243,"DS","1979-11-18","M","hindfoot_length",49
2243,"DS","1979-11-18","M","weight",134
2244,"DM","1979-11-18","M","hindfoot_length",39
2244,"DM","1979-11-18","M","weight",48
2245,"OL","1979-11-18","M","hindfoot_length",21
2245,"OL","1979-11-18","M","weight",36
2246,"DO","1979-11-18","M","hindfoot_length",34
2246,"DO","1979-11-18","M","weight",44
2247,"NL","1979-11-18","F","hindfoot_length",33
2247,"NL","1979-11-18","F","weight",217
2248,"DO","1979-11-18","M","hindfoot_length",37
2248,"DO","1979-11-18","M","weight",50
2249,"PF","1979-11-18","M","hindfoot_length",15
2249,"PF","1979-11-18","M","weight",8
2250,"DS","1979-11-18","F","hindfoot_length",52
2250,"DS","1979-11-18","F","weight",154
2251,"DS","1979-11-18","M","hindfoot_length",49
2251,"DS","1979-11-18","M","weight",141
2252,"DM","1979-11-18","F","hindfoot_length",34
2252,"DM","1979-11-18","F","weight",42
2253,"OL","1979-11-18","F","hindfoot_length",20
2253,"OL","1979-11-18","F","weight",35
2254,"DS","1979-11-18","F","hindfoot_length",50
2254,"DS","1979-11-18","F","weight",143
2255,"RM","1979-11-18","F","hindfoot_length",15
2255,"RM","1979-11-18","F","weight",9
2256,"DM","1979-11-18","F","hindfoot_length",34
2256,"DM","1979-11-18","F","weight",39
2258,"RM","1979-11-18","F","hindfoot_length",12
2258,"RM","1979-11-18","F","weight",11
2259,"DM","1979-11-18","M","hindfoot_length",34
2259,"DM","1979-11-18","M","weight",39
2260,"PP","1979-11-18","M","hindfoot_length",22
2260,"PP","1979-11-18","M","weight",16
2261,"DM","1979-11-18","M","hindfoot_length",37
2261,"DM","1979-11-18","M","weight",46
2262,"DM","1979-11-18","F","hindfoot_length",35
2262,"DM","1979-11-18","F","weight",50
2263,"PE","1979-11-18","F","hindfoot_length",18
2263,"PE","1979-11-18","F","weight",18
2264,"DS","1979-11-18","F","hindfoot_length",50
2264,"DS","1979-11-18","F","weight",103
2265,"DM","1979-11-18","M","hindfoot_length",36
2265,"DM","1979-11-18","M","weight",46
2266,"DM","1979-11-18","M","hindfoot_length",38
2266,"DM","1979-11-18","M","weight",49
2267,"PE","1979-11-18","M","hindfoot_length",19
2267,"PE","1979-11-18","M","weight",21
2268,"DM","1979-11-18","M","hindfoot_length",37
2268,"DM","1979-11-18","M","weight",36
2271,"DO","1980-1-15","M","hindfoot_length",35
2271,"DO","1980-1-15","M","weight",53
2272,"PF","1980-1-15","F","hindfoot_length",16
2272,"PF","1980-1-15","F","weight",10
2273,"DM","1980-1-15","F","hindfoot_length",34
2273,"DM","1980-1-15","F","weight",33
2274,"DM","1980-1-15","M","hindfoot_length",38
2274,"DM","1980-1-15","M","weight",37
2275,"DO","1980-1-15","F","hindfoot_length",33
2275,"DO","1980-1-15","F","weight",29
2276,"DS","1980-1-15","M","hindfoot_length",47
2276,"DS","1980-1-15","M","weight",132
2277,"PF","1980-1-15","M","hindfoot_length",15
2277,"PF","1980-1-15","M","weight",8
2278,"OT","1980-1-15","M","hindfoot_length",21
2278,"OT","1980-1-15","M","weight",23
2279,"DM","1980-1-15","F","hindfoot_length",36
2279,"DM","1980-1-15","F","weight",36
2280,"OT","1980-1-15","F","hindfoot_length",20
2280,"OT","1980-1-15","F","weight",21
2281,"OL","1980-1-15","M","hindfoot_length",20
2281,"OL","1980-1-15","M","weight",29
2282,"DM","1980-1-15","F","hindfoot_length",36
2282,"DM","1980-1-15","F","weight",49
2283,"OL","1980-1-15","M","hindfoot_length",21
2283,"OL","1980-1-15","M","weight",23
2284,"OL","1980-1-15","M","hindfoot_length",20
2284,"OL","1980-1-15","M","weight",32
2285,"OL","1980-1-15","F","hindfoot_length",20
2285,"OL","1980-1-15","F","weight",24
2286,"DM","1980-1-15","M","hindfoot_length",38
2286,"DM","1980-1-15","M","weight",47
2287,"OT","1980-1-15","M","hindfoot_length",19
2287,"OT","1980-1-15","M","weight",22
2288,"RM","1980-1-15","F","hindfoot_length",17
2288,"RM","1980-1-15","F","weight",12
2289,"DS","1980-1-15","F","hindfoot_length",52
2289,"DS","1980-1-15","F","weight",150
2290,"DM","1980-1-15","M","hindfoot_length",37
2290,"DM","1980-1-15","M","weight",49
2291,"OL","1980-1-15","F","hindfoot_length",21
2291,"OL","1980-1-15","F","weight",34
2292,"DM","1980-1-15","F","hindfoot_length",35
2292,"DM","1980-1-15","F","weight",40
2293,"DS","1980-1-15","F","hindfoot_length",51
2293,"DS","1980-1-15","F","weight",132
2294,"DM","1980-1-15","F","hindfoot_length",34
2294,"DM","1980-1-15","F","weight",25
2295,"OL","1980-1-15","M","hindfoot_length",21
2295,"OL","1980-1-15","M","weight",36
2296,"DO","1980-1-15","F","hindfoot_length",34
2296,"DO","1980-1-15","F","weight",50
2297,"DM","1980-1-15","M","hindfoot_length",37
2297,"DM","1980-1-15","M","weight",45
2298,"DM","1980-1-15","M","hindfoot_length",35
2298,"DM","1980-1-15","M","weight",47
2299,"DM","1980-1-15","M","hindfoot_length",38
2299,"DM","1980-1-15","M","weight",46
2300,"DM","1980-1-15","F","hindfoot_length",32
2300,"DM","1980-1-15","F","weight",29
2301,"DS","1980-1-15","F","hindfoot_length",50
2301,"DS","1980-1-15","F","weight",136
2302,"DM","1980-1-15","M","hindfoot_length",37
2302,"DM","1980-1-15","M","weight",45
2303,"RM","1980-1-15","F","hindfoot_length",18
2303,"RM","1980-1-15","F","weight",9
2304,"OL","1980-1-15","F","hindfoot_length",21
2304,"OL","1980-1-15","F","weight",27
2305,"NL","1980-1-15","F","hindfoot_length",32
2305,"NL","1980-1-15","F","weight",214
2306,"OT","1980-1-15","M","hindfoot_length",20
2306,"OT","1980-1-15","M","weight",20
2307,"OT","1980-1-15","F","hindfoot_length",21
2307,"OT","1980-1-15","F","weight",25
2308,"DM","1980-1-15","M","hindfoot_length",35
2308,"DM","1980-1-15","M","weight",40
2309,"OL","1980-1-15","F","hindfoot_length",21
2309,"OL","1980-1-15","F","weight",30
2310,"DM","1980-1-15","M","hindfoot_length",36
2310,"DM","1980-1-15","M","weight",48
2311,"NL","1980-1-15","F","hindfoot_length",32
2311,"NL","1980-1-15","F","weight",114
2312,"DS","1980-1-15","M","hindfoot_length",52
2312,"DS","1980-1-15","M","weight",131
2313,"PF","1980-1-15","M","hindfoot_length",16
2313,"PF","1980-1-15","M","weight",8
2314,"OL","1980-1-15","F","hindfoot_length",NA
2314,"OL","1980-1-15","F","weight",32
2315,"RM","1980-1-15","F","hindfoot_length",17
2315,"RM","1980-1-15","F","weight",9
2316,"RM","1980-1-15","M","hindfoot_length",16
2316,"RM","1980-1-15","M","weight",9
2317,"DO","1980-1-15","F","hindfoot_length",36
2317,"DO","1980-1-15","F","weight",51
2318,"PE","1980-1-15","F","hindfoot_length",20
2318,"PE","1980-1-15","F","weight",17
2319,"DM","1980-1-15","M","hindfoot_length",37
2319,"DM","1980-1-15","M","weight",26
2320,"DO","1980-1-15","M","hindfoot_length",31
2320,"DO","1980-1-15","M","weight",32
2321,"OT","1980-1-15","M","hindfoot_length",20
2321,"OT","1980-1-15","M","weight",25
2322,"DS","1980-1-15","F","hindfoot_length",46
2322,"DS","1980-1-15","F","weight",114
2323,"OL","1980-1-15","M","hindfoot_length",22
2323,"OL","1980-1-15","M","weight",31
2324,"DM","1980-1-15","M","hindfoot_length",35
2324,"DM","1980-1-15","M","weight",49
2325,"DO","1980-1-15","M","hindfoot_length",33
2325,"DO","1980-1-15","M","weight",50
2326,"DS","1980-1-15","M","hindfoot_length",50
2326,"DS","1980-1-15","M","weight",142
2327,"RM","1980-1-15","M","hindfoot_length",16
2327,"RM","1980-1-15","M","weight",10
2328,"PF","1980-1-15","F","hindfoot_length",16
2328,"PF","1980-1-15","F","weight",9
2329,"NL","1980-1-15","M","hindfoot_length",35
2329,"NL","1980-1-15","M","weight",187
2332,"DO","1980-1-16","M","hindfoot_length",34
2332,"DO","1980-1-16","M","weight",50
2333,"DM","1980-1-16","F","hindfoot_length",37
2333,"DM","1980-1-16","F","weight",52
2334,"DM","1980-1-16","M","hindfoot_length",38
2334,"DM","1980-1-16","M","weight",44
2335,"DM","1980-1-16","F","hindfoot_length",36
2335,"DM","1980-1-16","F","weight",43
2336,"DM","1980-1-16","M","hindfoot_length",35
2336,"DM","1980-1-16","M","weight",42
2337,"OT","1980-1-16","M","hindfoot_length",20
2337,"OT","1980-1-16","M","weight",23
2338,"DM","1980-1-16","F","hindfoot_length",36
2338,"DM","1980-1-16","F","weight",46
2339,"DM","1980-1-16","F","hindfoot_length",35
2339,"DM","1980-1-16","F","weight",37
2340,"DM","1980-1-16","F","hindfoot_length",34
2340,"DM","1980-1-16","F","weight",42
2341,"DM","1980-1-16","F","hindfoot_length",36
2341,"DM","1980-1-16","F","weight",44
2342,"DS","1980-1-16","F","hindfoot_length",48
2342,"DS","1980-1-16","F","weight",113
2343,"DM","1980-1-16","M","hindfoot_length",36
2343,"DM","1980-1-16","M","weight",48
2344,"DM","1980-1-16","F","hindfoot_length",35
2344,"DM","1980-1-16","F","weight",39
2345,"OT","1980-1-16","M","hindfoot_length",21
2345,"OT","1980-1-16","M","weight",21
2346,"NL","1980-1-16","M","hindfoot_length",35
2346,"NL","1980-1-16","M","weight",239
2347,"DM","1980-1-16","M","hindfoot_length",34
2347,"DM","1980-1-16","M","weight",42
2348,"OT","1980-1-16","F","hindfoot_length",21
2348,"OT","1980-1-16","F","weight",20
2349,"DM","1980-1-16","F","hindfoot_length",37
2349,"DM","1980-1-16","F","weight",46
2350,"NL","1980-1-16","M","hindfoot_length",35
2350,"NL","1980-1-16","M","weight",241
2351,"OT","1980-1-16","F","hindfoot_length",20
2351,"OT","1980-1-16","F","weight",21
2352,"DM","1980-1-16","M","hindfoot_length",35
2352,"DM","1980-1-16","M","weight",43
2353,"DM","1980-1-16","M","hindfoot_length",36
2353,"DM","1980-1-16","M","weight",48
2354,"DM","1980-1-16","M","hindfoot_length",37
2354,"DM","1980-1-16","M","weight",47
2355,"DM","1980-1-16","M","hindfoot_length",38
2355,"DM","1980-1-16","M","weight",NA
2356,"DM","1980-1-16","F","hindfoot_length",34
2356,"DM","1980-1-16","F","weight",39
2357,"DM","1980-1-16","M","hindfoot_length",37
2357,"DM","1980-1-16","M","weight",36
2358,"DM","1980-1-16","F","hindfoot_length",36
2358,"DM","1980-1-16","F","weight",39
2359,"DM","1980-1-16","M","hindfoot_length",37
2359,"DM","1980-1-16","M","weight",49
2360,"DM","1980-1-16","M","hindfoot_length",35
2360,"DM","1980-1-16","M","weight",45
2361,"DM","1980-1-16","F","hindfoot_length",35
2361,"DM","1980-1-16","F","weight",40
2362,"NL","1980-1-16","M","hindfoot_length",32
2362,"NL","1980-1-16","M","weight",168
2363,"DO","1980-1-16","M","hindfoot_length",34
2363,"DO","1980-1-16","M","weight",32
2364,"DM","1980-1-16","F","hindfoot_length",35
2364,"DM","1980-1-16","F","weight",NA
2365,"DO","1980-1-16","M","hindfoot_length",34
2365,"DO","1980-1-16","M","weight",29
2366,"DM","1980-1-16","F","hindfoot_length",36
2366,"DM","1980-1-16","F","weight",44
2367,"DM","1980-1-16","M","hindfoot_length",37
2367,"DM","1980-1-16","M","weight",51
2368,"DM","1980-1-16","F","hindfoot_length",35
2368,"DM","1980-1-16","F","weight",46
2369,"OT","1980-1-16","M","hindfoot_length",20
2369,"OT","1980-1-16","M","weight",22
2370,"DO","1980-1-16","F","hindfoot_length",36
2370,"DO","1980-1-16","F","weight",43
2371,"OL","1980-1-16","F","hindfoot_length",21
2371,"OL","1980-1-16","F","weight",26
2372,"DM","1980-1-16","F","hindfoot_length",36
2372,"DM","1980-1-16","F","weight",37
2373,"OL","1980-1-16","M","hindfoot_length",22
2373,"OL","1980-1-16","M","weight",36
2374,"OT","1980-1-16","M","hindfoot_length",20
2374,"OT","1980-1-16","M","weight",20
2375,"OL","1980-1-16","M","hindfoot_length",21
2375,"OL","1980-1-16","M","weight",36
2376,"DM","1980-1-16","M","hindfoot_length",37
2376,"DM","1980-1-16","M","weight",45
2377,"DM","1980-1-16","M","hindfoot_length",35
2377,"DM","1980-1-16","M","weight",40
2378,"DM","1980-1-16","F","hindfoot_length",36
2378,"DM","1980-1-16","F","weight",37
2379,"RM","1980-1-16","F","hindfoot_length",15
2379,"RM","1980-1-16","F","weight",10
2380,"PF","1980-1-16","M","hindfoot_length",14
2380,"PF","1980-1-16","M","weight",7
2381,"DS","1980-1-16","F","hindfoot_length",50
2381,"DS","1980-1-16","F","weight",120
2382,"DS","1980-1-16","M","hindfoot_length",48
2382,"DS","1980-1-16","M","weight",131
2383,"OL","1980-1-16","F","hindfoot_length",21
2383,"OL","1980-1-16","F","weight",38
2384,"DO","1980-1-16","F","hindfoot_length",35
2384,"DO","1980-1-16","F","weight",53
2385,"DM","1980-1-16","F","hindfoot_length",36
2385,"DM","1980-1-16","F","weight",49
2386,"DS","1980-1-16","F","hindfoot_length",47
2386,"DS","1980-1-16","F","weight",68
2388,"DM","1980-1-16","M","hindfoot_length",36
2388,"DM","1980-1-16","M","weight",51
2389,"DM","1980-1-16","F","hindfoot_length",36
2389,"DM","1980-1-16","F","weight",43
2390,"DM","1980-1-16","F","hindfoot_length",36
2390,"DM","1980-1-16","F","weight",38
2391,"OL","1980-1-16","F","hindfoot_length",21
2391,"OL","1980-1-16","F","weight",34
2392,"OT","1980-1-16","F","hindfoot_length",19
2392,"OT","1980-1-16","F","weight",20
2393,"PF","1980-1-16","F","hindfoot_length",15
2393,"PF","1980-1-16","F","weight",7
2394,"DM","1980-1-16","F","hindfoot_length",37
2394,"DM","1980-1-16","F","weight",40
2395,"NL","1980-1-16","F","hindfoot_length",33
2395,"NL","1980-1-16","F","weight",120
2396,"DS","1980-1-16","F","hindfoot_length",50
2396,"DS","1980-1-16","F","weight",141
2397,"DM","1980-1-16","F","hindfoot_length",36
2397,"DM","1980-1-16","F","weight",40
2398,"DM","1980-1-16","M","hindfoot_length",38
2398,"DM","1980-1-16","M","weight",40
2399,"DM","1980-1-16","M","hindfoot_length",37
2399,"DM","1980-1-16","M","weight",44
2400,"DM","1980-1-16","F","hindfoot_length",36
2400,"DM","1980-1-16","F","weight",42
2401,"DM","1980-1-16","M","hindfoot_length",36
2401,"DM","1980-1-16","M","weight",37
2402,"DM","1980-1-16","F","hindfoot_length",36
2402,"DM","1980-1-16","F","weight",36
2403,"DM","1980-1-16","M","hindfoot_length",38
2403,"DM","1980-1-16","M","weight",54
2404,"PF","1980-1-16","F","hindfoot_length",15
2404,"PF","1980-1-16","F","weight",7
2405,"PF","1980-1-16","F","hindfoot_length",16
2405,"PF","1980-1-16","F","weight",7
2406,"NL","1980-1-16","F","hindfoot_length",33
2406,"NL","1980-1-16","F","weight",184
2407,"OT","1980-1-16","F","hindfoot_length",20
2407,"OT","1980-1-16","F","weight",22
2408,"DM","1980-1-16","F","hindfoot_length",36
2408,"DM","1980-1-16","F","weight",48
2409,"DM","1980-1-16","F","hindfoot_length",37
2409,"DM","1980-1-16","F","weight",61
2410,"DO","1980-2-24","F","hindfoot_length",35
2410,"DO","1980-2-24","F","weight",54
2411,"DM","1980-2-24","F","hindfoot_length",34
2411,"DM","1980-2-24","F","weight",41
2412,"OT","1980-2-24","M","hindfoot_length",19
2412,"OT","1980-2-24","M","weight",25
2413,"OT","1980-2-24","F","hindfoot_length",21
2413,"OT","1980-2-24","F","weight",27
2414,"PF","1980-2-24","F","hindfoot_length",15
2414,"PF","1980-2-24","F","weight",7
2415,"DM","1980-2-24","M","hindfoot_length",35
2415,"DM","1980-2-24","M","weight",50
2416,"DS","1980-2-24","M","hindfoot_length",51
2416,"DS","1980-2-24","M","weight",142
2417,"DM","1980-2-24","M","hindfoot_length",35
2417,"DM","1980-2-24","M","weight",47
2418,"OL","1980-2-24","F","hindfoot_length",22
2418,"OL","1980-2-24","F","weight",35
2419,"RM","1980-2-24","M","hindfoot_length",15
2419,"RM","1980-2-24","M","weight",10
2420,"RM","1980-2-24","F","hindfoot_length",16
2420,"RM","1980-2-24","F","weight",12
2421,"OL","1980-2-24","M","hindfoot_length",21
2421,"OL","1980-2-24","M","weight",39
2422,"DO","1980-2-24","F","hindfoot_length",35
2422,"DO","1980-2-24","F","weight",50
2423,"DS","1980-2-24","M","hindfoot_length",48
2423,"DS","1980-2-24","M","weight",NA
2424,"DS","1980-2-24","M","hindfoot_length",52
2424,"DS","1980-2-24","M","weight",128
2425,"RM","1980-2-24","F","hindfoot_length",17
2425,"RM","1980-2-24","F","weight",16
2426,"OT","1980-2-24","F","hindfoot_length",20
2426,"OT","1980-2-24","F","weight",25
2427,"OL","1980-2-24","F","hindfoot_length",21
2427,"OL","1980-2-24","F","weight",32
2428,"DO","1980-2-24","F","hindfoot_length",33
2428,"DO","1980-2-24","F","weight",47
2429,"DM","1980-2-24","M","hindfoot_length",35
2429,"DM","1980-2-24","M","weight",43
2430,"DO","1980-2-24","M","hindfoot_length",34
2430,"DO","1980-2-24","M","weight",44
2431,"DS","1980-2-24","M","hindfoot_length",53
2431,"DS","1980-2-24","M","weight",133
2432,"RM","1980-2-24","F","hindfoot_length",14
2432,"RM","1980-2-24","F","weight",8
2433,"DM","1980-2-24","F","hindfoot_length",35
2433,"DM","1980-2-24","F","weight",40
2434,"DM","1980-2-24","M","hindfoot_length",35
2434,"DM","1980-2-24","M","weight",47
2435,"PE","1980-2-24","M","hindfoot_length",20
2435,"PE","1980-2-24","M","weight",21
2436,"DM","1980-2-24","F","hindfoot_length",36
2436,"DM","1980-2-24","F","weight",42
2437,"DO","1980-2-24","M","hindfoot_length",34
2437,"DO","1980-2-24","M","weight",NA
2438,"PF","1980-2-24","M","hindfoot_length",15
2438,"PF","1980-2-24","M","weight",9
2439,"PE","1980-2-24","F","hindfoot_length",22
2439,"PE","1980-2-24","F","weight",19
2440,"DS","1980-2-24","F","hindfoot_length",50
2440,"DS","1980-2-24","F","weight",103
2441,"OL","1980-2-24","F","hindfoot_length",19
2441,"OL","1980-2-24","F","weight",37
2442,"RM","1980-2-24","M","hindfoot_length",16
2442,"RM","1980-2-24","M","weight",10
2443,"OL","1980-2-24","M","hindfoot_length",NA
2443,"OL","1980-2-24","M","weight",35
2444,"DM","1980-2-24","M","hindfoot_length",37
2444,"DM","1980-2-24","M","weight",NA
2445,"DM","1980-2-24","F","hindfoot_length",34
2445,"DM","1980-2-24","F","weight",36
2446,"DO","1980-2-24","F","hindfoot_length",35
